Class Name,Season,Section,Class Number,Meeting Time,Location,Instructor,Insutructor Url,Syllabus Url
ANI 436,Summer II 2010-2011,Section:501,Class number:41772,Meeting time:MW6:00PM-9:15PM,Location:DPAUL C106BatLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20115&ClassNbr=41772&fid=646628
ANI 436,Spring 2010-2011,Section:901,Class number:35884,Meeting time:W5:45PM-9:00PM,Location:CDM 00722atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=35884&fid=646628
ANI 438,Fall 2015-2016,Section:401,Class number:11841,Meeting time:TuTh1:30PM-3:00PM,Location:CDMCT 00527atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11841&fid=646628
ANI 438,Fall 2014-2015,Section:701,Class number:17060,Meeting time:Tu5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=17060&fid=646628
ANI 439,Winter 2015-2016,Section:801,Class number:22696,Meeting time:Th5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Heinz Schuller,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=553,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22696&fid=715773
ANI 439,Fall 2015-2016,Section:401,Class number:16777,Meeting time:TuTh11:50AM-1:20PM,Location:CDMCT 00527atLoop Campus,Heinz Schuller,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=553,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=16777&fid=715773
ANI 439,Winter 2014-2015,Section:801,Class number:20462,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00722atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20462&fid=646628
ANI 439,Winter 2013-2014,Section:501,Class number:20571,Meeting time:TuTh1:30PM-3:00PM,Location:CDMCT 00527atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20571&fid=646628
ANI 439,Summer I 2012-2013,Section:201,Class number:42105,Meeting time:TuTh6:00PM-9:15PM,Location:CDMCT 00527atLoop Campus,,,
ANI 439,Winter 2012-2013,Section:801,Class number:25995,Meeting time:Tu5:45PM-9:00PM,Location:CDMCT 00527atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=25995&fid=646628
ANI 439,Winter 2011-2012,Section:501,Class number:25475,Meeting time:TuTh1:30PM-3:00PM,Location:CDM 00634atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=25475&fid=646628
ANI 439,Winter 2010-2011,Section:801,Class number:25520,Meeting time:W5:45PM-9:00PM,Location:CDM 00722atLoop Campus,James Taylor,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=459,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=25520&fid=646628
ANI 445,Winter 2015-2016,Section:501,Class number:26546,Meeting time:MW1:30PM-3:00PM,Location:CDM 00722atLoop Campus,Amy Lockhart,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1287,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=26546&fid=1068424
ANI 445,Spring 2013-2014,Section:601,Class number:30542,Meeting time:TuTh1:30PM-3:00PM,Location:CDMCT 00527atLoop Campus,,,
ANI 445,Spring 2012-2013,Section:601,Class number:35560,Meeting time:MW11:50AM-1:20PM,Location:CDMCT 00527atLoop Campus,,,
ANI 445,Spring 2010-2011,Section:601,Class number:36160,Meeting time:TuTh3:10PM-4:40PM,Location:CDM 00722atLoop Campus,Scott Roberts,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=417,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=36160&fid=594772
ANI 450,Fall 2013-2014,Section:401,Class number:11248,Meeting time:MW10:10AM-11:40AM,Location:DPAUL C106BatLoop Campus,Dustin Carroll,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1223,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=11248&fid=987969
ANI 450,Fall 2012-2013,Section:401,Class number:15303,Meeting time:MW1:30PM-3:00PM,Location:DPAUL C106BatLoop Campus,,,
ANI 450,Fall 2011-2012,Section:401,Class number:15825,Meeting time:TuTh3:10PM-4:40PM,Location:CDM 00722atLoop Campus,,,
ANI 450,Fall 2010-2011,Section:701,Class number:15037,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00722atLoop Campus,,,
ANI 452,Fall 2015-2016,Section:701,Class number:11735,Meeting time:M5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Joel Benjamin,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=601,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=11735&fid=745356
ANI 452,Fall 2014-2015,Section:701,Class number:10659,Meeting time:Tu5:45PM-9:00PM,Location:DPAUL C106BatLoop Campus,Joel Benjamin,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=601,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20151&ClassNbr=10659&fid=745356
ANI 452,Fall 2013-2014,Section:701,Class number:16447,Meeting time:Th5:45PM-9:00PM,Location:CDMCT 00532atLoop Campus,Joel Benjamin,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=601,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=16447&fid=745356
ANI 478,Spring 2014-2015,Section:601,Class number:30739,Meeting time:MW1:30PM-3:00PM,Location:CDMCT 00527atLoop Campus,Joel Benjamin,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=601,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30739&fid=745356
ANI 478,Spring 2013-2014,Section:901,Class number:37005,Meeting time:W5:45PM-9:00PM,Location:CDM 00722atLoop Campus,Joel Benjamin,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=601,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=37005&fid=745356
ANI 420,Fall 2015-2016,Section:401,Class number:16749,Meeting time:MW1:30PM-3:00PM,Location:CDMCT 00527atLoop Campus,Brian Ferguson,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1292,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=16749&fid=1073806
ANI 420,Fall 2012-2013,Section:401,Class number:15307,Meeting time:MW3:10PM-4:40PM,Location:CDM A0527atLoop Campus,Matthew Marsden,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=472,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20131&ClassNbr=15307&fid=121400
ANI 420,Fall 2011-2012,Section:401,Class number:15827,Meeting time:MW3:10PM-4:40PM,Location:CDM 00722atLoop Campus,Matthew Marsden,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=472,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15827&fid=121400
ANI 420,Winter 2010-2011,Section:501,Class number:25518,Meeting time:MW3:10PM-4:40PM,Location:CDM 00722atLoop Campus,Matthew Marsden,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=472,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=25518&fid=121400
ANI 427,Winter 2015-2016,Section:501,Class number:26547,Meeting time:MW1:30PM-3:00PM,Location:CDMCT 00527atLoop Campus,Brian Ferguson,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1292,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=26547&fid=1073806
ANI 427,Fall 2015-2016,Section:401,Class number:16772,Meeting time:MW10:10AM-11:40AM,Location:CDMCT 00527atLoop Campus,Brian Ferguson,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1292,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20161&ClassNbr=16772&fid=1073806
ANI 455,Spring 2014-2015,Section:601,Class number:37763,Meeting time:MW3:10PM-4:40PM,Location:CDM 00803atLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=37763&fid=103962
ANI 455,Spring 2013-2014,Section:901,Class number:37221,Meeting time:W5:45PM-9:00PM,Location:CDM 00803atLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=37221&fid=103962
ANI 455,Spring 2012-2013,Section:601,Class number:35573,Meeting time:TuTh11:50AM-1:20PM,Location:CDM 00803atLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35573&fid=103962
ANI 455,Winter 2010-2011,Section:801,Class number:25528,Meeting time:W5:45PM-9:00PM,Location:CDM 00226atLoop Campus,Lisa Barcy,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=444,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=25528&fid=103962
ANI 456,Winter 2015-2016,Section:501,Class number:23056,Meeting time:MW11:50AM-1:20PM,Location:CDM 00722atLoop Campus,Alexander Stewart,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=446,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=23056&fid=104536
ANI 456,Winter 2014-2015,Section:501,Class number:27100,Meeting time:MW10:10AM-11:40AM,Location:CDMCT 00527atLoop Campus,Alexander Stewart,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=446,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=27100&fid=104536
ANI 456,Winter 2012-2013,Section:501,Class number:25988,Meeting time:MW10:10AM-11:40AM,Location:CDM 00722atLoop Campus,Alexander Stewart,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=446,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=25988&fid=104536
ANI 456,Fall 2011-2012,Section:401,Class number:15833,Meeting time:MW1:30PM-3:00PM,Location:CDM 00722atLoop Campus,Alexander Stewart,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=446,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20121&ClassNbr=15833&fid=104536
ANI 457,Winter 2015-2016,Section:501,Class number:26859,Meeting time:M1:30PM-4:45PM,Location:CDMCT 00526atLoop Campus,Meghann Artes,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=996,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=26859&fid=779480
"ANI 490
",Winter 2015-2016,Section:501,Class number:26755,Meeting time:MW3:10PM-4:40PM,Location:CDM 00722atLoop Campus,Matthew Marsden,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=472,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=26755&fid=121400
"ANI 490
",Winter 2013-2014,Section:501,Class number:27532,Meeting time:MW3:10PM-4:40PM,Location:CDMCT 00527atLoop Campus,Matthew Marsden,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=472,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=27532&fid=121400
"ANI 490
",Fall 2013-2014,Section:401,Class number:16901,Meeting time:Th10:10AM-1:25PM,Location:CDMCT 00527atLoop Campus,Meghann Artes,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=996,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20141&ClassNbr=16901&fid=779480
"ANI 490
",Spring 2012-2013,Section:601,Class number:35580,Meeting time:MW3:10PM-4:40PM,Location:CDMCT 00527atLoop Campus,Matthew Marsden,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=472,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35580&fid=121400
"ANI 490
",Spring 2010-2011,Section:601,Class number:35889,Meeting time:Tu1:30PM-4:45PM,Location:CSTC0 0922atLoop Campus,Meghann Artes,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=996,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=35889&fid=779480
"ANI 490
",Spring 2010-2011,Section:901,Class number:36199,Meeting time:Tu5:45PM-9:00PM,Location:CS&amp;T0; 0924atLoop Campus,,,
GAM 690,Winter 2015-2016,Section:501,Class number:22450,Meeting time:TuTh10:10AM-11:40AM,Location:14EAS 00505atLoop Campus,Doris Rusch,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1039,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22450&fid=868031
GAM 690,Winter 2015-2016,Section:502,Class number:23062,Meeting time:TuTh3:10PM-4:40PM,Location:14EAS 00505atLoop Campus,Brian Schrank,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1043,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=23062&fid=875264
GAM 690,Winter 2015-2016,Section:801,Class number:22451,Meeting time:Tu5:45PM-9:00PM,Location:14EAS 00503atLoop Campus,Allen Turner,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=465,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20162&ClassNbr=22451&fid=118649
GAM 690,Winter 2014-2015,Section:501,Class number:20196,Meeting time:TuTh10:10AM-11:40AM,Location:14EAS 00503atLoop Campus,Brian Schrank,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1043,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20196&fid=875264
GAM 690,Winter 2014-2015,Section:502,Class number:27303,Meeting time:TuTh3:10PM-4:40PM,Location:14EAS 00505atLoop Campus,Brian Schrank,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1043,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=27303&fid=875264
GAM 690,Winter 2014-2015,Section:801,Class number:20197,Meeting time:Tu5:45PM-9:00PM,Location:14EAS 00503atLoop Campus,Allen Turner,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=465,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20152&ClassNbr=20197&fid=118649
GAM 690,Winter 2013-2014,Section:501,Class number:20231,Meeting time:TuTh10:10AM-11:40AM,Location:CDM 00216atLoop Campus,Brian Schrank,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1043,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20231&fid=875264
GAM 690,Winter 2013-2014,Section:801,Class number:20232,Meeting time:M5:45PM-9:00PM,Location:CDM 00218atLoop Campus,Allen Turner,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=465,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20142&ClassNbr=20232&fid=118649
GAM 690,Winter 2012-2013,Section:501,Class number:24540,Meeting time:TuTh10:10AM-11:40AM,Location:CDM 00216atLoop Campus,Brian Schrank,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1043,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24540&fid=875264
GAM 690,Winter 2012-2013,Section:801,Class number:24541,Meeting time:M5:45PM-9:00PM,Location:CDM 00218atLoop Campus,Allen Turner,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=465,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20132&ClassNbr=24541&fid=118649
GAM 690,Winter 2011-2012,Section:501,Class number:24697,Meeting time:TuTh11:50AM-1:20PM,Location:CDM 00218atLoop Campus,Brian Schrank,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1043,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=24697&fid=875264
GAM 690,Winter 2011-2012,Section:801,Class number:24698,Meeting time:M5:45PM-9:00PM,Location:CDM 00218atLoop Campus,Katie Salen,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1037,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20122&ClassNbr=24698&fid=864210
GAM 690,Winter 2010-2011,Section:501,Class number:26347,Meeting time:TuTh11:50AM-1:20PM,Location:CDM 00206atLoop Campus,,,
GAM 690,Winter 2010-2011,Section:801,Class number:25450,Meeting time:M5:45PM-9:00PM,Location:CDM 00228atLoop Campus,Joseph Linhoff,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=432,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20112&ClassNbr=25450&fid=621808
GAM 690,Fall 2010-2011,Section:702,Class number:16743,Meeting time:-,Location:N/AatLoop Campus,Edward Keenan,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=562,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20111&ClassNbr=16743&fid=718577
GAM 691,Spring 2014-2015,Section:601,Class number:30426,Meeting time:TuTh1:30PM-3:00PM,Location:14EAS 00503atLoop Campus,Brian Schrank,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1043,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30426&fid=875264
GAM 691,Spring 2014-2015,Section:602,Class number:37198,Meeting time:TuTh3:10PM-4:40PM,Location:14EAS 00505atLoop Campus,Brian Schrank,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1043,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=37198&fid=875264
GAM 691,Spring 2014-2015,Section:901,Class number:30428,Meeting time:Tu5:45PM-9:00PM,Location:14EAS 00503atLoop Campus,Allen Turner,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=465,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30428&fid=118649
GAM 691,Spring 2013-2014,Section:601,Class number:30517,Meeting time:TuTh10:10AM-11:40AM,Location:CDM 00634atLoop Campus,Brian Schrank,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1043,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30517&fid=875264
GAM 691,Spring 2013-2014,Section:901,Class number:30519,Meeting time:M5:45PM-9:00PM,Location:CDM 00634atLoop Campus,Allen Turner,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=465,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=30519&fid=118649
GAM 691,Spring 2012-2013,Section:601,Class number:35473,Meeting time:TuTh10:10AM-11:40AM,Location:CDM 00634atLoop Campus,Brian Schrank,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1043,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35473&fid=875264
GAM 691,Spring 2012-2013,Section:901,Class number:35475,Meeting time:M5:45PM-9:00PM,Location:CDM 00634atLoop Campus,Allen Turner,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=465,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20133&ClassNbr=35475&fid=118649
GAM 691,Spring 2011-2012,Section:601,Class number:35541,Meeting time:TuTh11:50AM-1:20PM,Location:CDM 00634atLoop Campus,Brian Schrank,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1043,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=35541&fid=875264
GAM 691,Spring 2011-2012,Section:901,Class number:35543,Meeting time:M5:45PM-9:00PM,Location:CDM 00634atLoop Campus,Katie Salen,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=1037,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20123&ClassNbr=35543&fid=864210
GAM 691,Spring 2010-2011,Section:601,Class number:34715,Meeting time:TuTh11:50AM-1:20PM,Location:CDM 00202atLoop Campus,,,
GAM 691,Spring 2010-2011,Section:901,Class number:34719,Meeting time:M5:45PM-9:00PM,Location:CDM 00206atLoop Campus,Joseph Linhoff,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=432,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20113&ClassNbr=34719&fid=621808
ANI 446,Spring 2014-2015,Section:901,Class number:30696,Meeting time:Tu5:45PM-9:00PM,Location:CDM 00634atLoop Campus,Heinz Schuller,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=553,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20153&ClassNbr=30696&fid=715773
ANI 446,Spring 2013-2014,Section:901,Class number:36739,Meeting time:W5:45PM-9:00PM,Location:CDM 00634atLoop Campus,Heinz Schuller,http://www.cdm.depaul.edu/about/pages/people/facultyinfo.aspx?fid=553,http://www.cdm.depaul.edu/academics/pages/classinfo.aspx?Term=20143&ClassNbr=36739&fid=715773
